id;titre;publication;date_debut;date_fin;adherent;description_introduction;description_presentation;description_complementaire;langues;territoires;themes;site_web;site_reservation;site_avis;geo_point_2d;altitude;capacite;moyenspaiement;prestations;multimedia_url_video;multimedia_url_photo;multimedia_url_son;multimedia_url_pdf;multimedia_credits;social_url;classement_categories;classement_labels;classement_guides;classement_chaines;classement_tourisme_et_handicap;classement_etoiles;classement_epis;classement_cles;classement_cheminees;classement_cocottes;type_etab;raison_sociale_etab;adr_etab;code_postal_etab;commune_etab;code_insee_etab;cedex_etab;bureau_distrib_etab;province_etab;pays_etab;personne_civilite_etab;personne_prenom_etab;personne_nom_etab;personne_tel1_etab;personne_tel2_etab;personne_tel3_etab;personne_fax1_etab;personne_fax2_etab;personne_mel1_etab;personne_mel2_etab;personne_mel3_etab;type_info;raison_sociale_info;adr_info;code_postal_info;commune_info;code_insee_info;cedex_info;bureau_distrib_info;province_info;pays_info;personne_civilite_info;personne_prenom_info;personne_nom_info;personne_tel1_info;personne_tel2_info;personne_tel3_info;personne_fax1_info;personne_fax2_info;personne_mel1_info;personne_mel2_info;personne_mel3_info;periode_nom_1;periode_date_debut_1;periode_date_fin_1;periode_detail_1;periode_nom_2;periode_date_debut_2;periode_date_fin_2;periode_detail_2;periode_nom_3;periode_date_debut_3;periode_date_fin_3;periode_detail_3;periode_nom_4;periode_date_debut_4;periode_date_fin_4;periode_detail_4;periode_nom_5;periode_date_debut_5;periode_date_fin_5;periode_detail_5;periode_nom_6;periode_date_debut_6;periode_date_fin_6;periode_detail_6;tarif_nom_1;tarif_standard_1;tarif_devise_1;tarif_min_1;tarif_max_1;tarif_description_1;tarif_nom_2;tarif_standard_2;tarif_devise_2;tarif_min_2;tarif_max_2;tarif_description_2;tarif_nom_3;tarif_standard_3;tarif_devise_3;tarif_min_3;tarif_max_3;tarif_description_3;tarif_nom_4;tarif_standard_4;tarif_devise_4;tarif_min_4;tarif_max_4;tarif_description_4;tarif_nom_5;tarif_standard_5;tarif_devise_5;tarif_min_5;tarif_max_5;tarif_description_5;tarif_nom_6;tarif_standard_6;tarif_devise_6;tarif_min_6;tarif_max_6;tarif_description_6;tarif_devise_7;tarif_devise_8;tarif_devise_9;tarif_devise_10
9ee7a49d;HOTEL LES REMPARTS;;;;;;Chambres tout confort : toilettes, douche, téléphone;Chambres(8);English;Canche Authie;Hotel-restaurants;;;;50.4608491, 1.7587132;;;"Cartes de crédit;Chèques;Chèques Vacances;Eurocard - Mastercard";"Bar;Car park;Restaurant;Meeting room;Phone;TV";;;;;;;Hôtels/Tourisme;;;;;2;;;;;;HOTEL LES REMPARTS;5, porte de France;62170;MONTREUIL-SUR-MER;62588;;;;France;;;;+33 (0)3 21 06 01 89;;;+33 (0)3 62 02 35 19;;hotel-restaurant-les-remparts@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e7051d7b;HOTEL DE France;;;;;;Ancien relais de poste qui fait hôtel restaurant depuis sa construction en 1578;Chambres(14);English;Canche Authie;Hotels;http://www.hoteldefrance1.com/;;;50.4639842, 1.7600272;;;"Cartes de crédit;Chèques;Eurocard - Mastercard";"Non-smoking room;Toddler bed;Restaurant;Phone";;;;;;;Hôtels/Tourisme;Club Hôtelier de Montreuil;;;;2;;;;;;HOTEL DE France;2 Rue Petit Coquempot;62170;MONTREUIL-SUR-MER;62588;;;;France;;;;+33 (0)3 21 06 05 36;;;+33 (0)3 21 90 62 85;;info@hoteldefrance1.COM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70e9f6a7;HOTEL CAMPANILE;;;;;;;Chambres(55);English;Artois;Hotel-restaurants;www.campanile.fr;;;50.412975, 2.986565;;;;;;;;;;;Hôtels/3 étoiles;;;Campanile;;3;;;;;;Hôtel Campanile;Route de Beaumont;62950;NOYELLES-GODAULT;62624;;;;France;;;;+33 (0)3 21 76 26 26;;;+33 (0)3 21 75 22 21;;campanile.lens@shfrance.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66517842;HOTEL CAP HOTEL BALLADIN;;2012-01-01;2013-12-31;;;;Chambres(44);;Artois;Hotel-restaurants;www.cap-hotel-restaurant.com;;;50.4129547, 2.9883067;;;"Checks;American Express;Credit cards;Holiday checks;Eurocard - Mastercard";"Fax;Phone;TV;Bar;Car park;Meeting room;Seminar;Open 24-24";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2a7a9bed/HOTNPC0620000228-1.jpg;;;;;Hotels/2 stars;;;;;2;;;;;;HOTEL CAP HOTEL BALLADIN;2 route de Beaumont;62950;NOYELLES-GODAULT;62624;;;;France;;;;+33 (0)3 21 13 85 85;;;+33 (0)3 21 76 82 00;;direction@cap-hotel-restaurant.com;reservation@cap-hotel-restaurant.com;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2012-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6b0de4d7;HOTEL NOVOTEL LENS NOYELLES;;2012-01-01;2013-12-31;;;Hôtel implanté dans un parc d'un hectare et demi, à proximité des villes de Lens, Arras;"NOUVEAU CLASSEMENT
Chambres(81)";;Artois;Hotel-restaurants;www.novotelnoyelles.com;;;50.419942, 2.994524;;81.0;"American Express;Cartes de crédit;Chèques;Diners Club;Eurocard - Mastercard";"Internet access;Air conditioning;Safe;Cable TV-Satelite TV;Cot;TV";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/8bd72d26/HOTNPC0620000231-1.jpg;;;;;Hôtels/4 étoiles;;;;;4;;;;;;HOTEL NOVOTEL LENS NOYELLES;"Avenue de la République
Centre Commercial 
Autoroute A1 Sortie 17";62950;NOYELLES-GODAULT;62624;;;;France;;;;+33 (0)3 21 08 58 08;;;+33 (0)3 21 08 58 00;;H0426@accor.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1aeda762;HOTEL ETAP HOTEL;;;;;;Au cours de vos voyages, faites le choix de dormir dans une chambre moderne et agréable, conçue pour 1, 2 ou 3 personnes*, équipée d'une douche, toilettes, et TV satellite, pour un prix très économique. Profitez aussi du petit déjeuner buffet à volonté !;;;Boulonnais;Hotels;www.etaphotel.com/etaphotel/fichehotel/fr/etp/3190/fiche_hotel.shtml;;;50.7051293, 1.6091449;;;;;;;;;;;Hotels/No stars;;;;;;;;;;;HOTEL ETAP HOTEL;"Boulevard Industriel 
Z.I. de la Liane";62230;OUTREAU;62643;;;;France;;;;08 92 68 32 43;;;03 21 10 34 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
f36c7651;AUBERGE DES ETANGS;;2012-02-01;2013-12-31;;;;;English;7 Vallées - Ternois;Hotel-restaurants;http://www.hotel-auberge-des-etangs.fr/camping-roussent;;;50.3704499, 1.7754089;;;;"Animals accepted;Non-smoking room;Half board;Car park;Restaurant;Seminar;Phone;TV";;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/c0b387d7/HOTNPC0620000240-2.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/c0b387d7/HOTNPC0620000240-1.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/c0b387d7/HOTNPC0620000240-3.JPG";;;;;;;;;;3;;;;;;AUBERGE DES ETANGS;91 rue de la vallée de l'authie;62870;ROUSSENT;62723;;;;France;;;;+33 (0)3 21 81 20 10;;;+33 (0)3 21 81 20 10;;florenceleroy62@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569ff3d1;HOTEL AU BON COIN;;2011-01-01;2013-12-31;;;"Hôtel situé au pied de l'église de Sailly. Le vaste  parking permet un stationnement facile et relativenemennt important.
Situé en dehors de l'axe principal";"Chambre simple(4); Chambre double(3); Chambre triple(2)";"English;Français";Artois;Hotel-restaurants;www.au-bon-coin.fr;;;50.6587452, 2.7674833;;;;"Internet access;Animals accepted;Non-smoking room;Half board;Cot;Minibar;Car park;Seminar;Phone;TV;Wi-fi";;;;;;;Hôtels/Non Classé;;;;;;;;;;;HOTEL AU BON COIN;31 rue de l'église;62840;SAILLY-SUR-LA-LYS;62736;;;;France;;;;+33 (0)3 21 02 55 86;;;+33 (0)3 21 02 21 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d236ca23;HOTEL F1;;2012-01-01;2013-12-31;;;Nouveau look, nouvelles chambres Duo ou Trio pour vos séjours professionnels ou privés. A l’extérieur de la chambre, un espace « Douches et toilettes » spacieux et bien aménagé avec sèche-cheveux à disposition. Une table d’hôtes centrale pour prendre le petit-déjeuner buffet à volonté;Chambres(80);"Deutsch;English";Boulonnais;Hotels;www.hotelformule1.com;;;50.7254413, 1.6063458;;;"American Express;Cartes de crédit;Chèques;Chèques Vacances;Eurocard - Mastercard";"Canal+;Open 24-24;Car park;TV";;;;;;;Hôtels/Sans étoile;;;Formule 1;;;;;;;;HOTEL F1;"Rue Pierre Martin
 Z.I de l'Inquétrie";62280;SAINT-MARTIN-LES-BOULOGNE;62758;;;;France;;;;+33 (0)8 91 70 51 94;;;+33 (0)3 21 92 38 39;;H2263@accor-hotels.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b3566001;HOTEL LE REGENT;;;;;;;;"Français;Deutsch;English";Artois;Hotel-restaurants;http://reservation-hotel.logishotels.com/jreservit/fichehotel.do?langcode=FR&userid=2807a28f83c34500d24cc3a3af257638c33f&custid=12&hotelid=3662;;;50.299949, 2.774091;;;;"Car park;Meeting room;Restaurant";;;;;;;Hotels/3 stars;;;;;3;;;;;;HOTEL LE REGENT;5 rue Anatole France;62223;SAINT NICOLAS LES ARRAS;62764;;;;France;;;;03 21 71 51 09;;;03 21 07 87 56;;le.regent@aliceadsl.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fc67a645;HOTEL IBIS SAINT OMER CENTRE;;2012-01-01;2013-12-31;;;;Chambres(65);"Français;English";Région de Saint-Omer;Hotel-restaurants;www.accorhotels.com;;;50.748014, 2.251548;;;;"Cable TV-Satelite TV;Non-smoking room;Safe;Cot;Phone;TV;Elevator;Car park;Restaurant;Animals accepted;Currency exchange office;Seminar;Open 24-24";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/cd50b8d0/HOTNPC0620000253-1.jpg;;;;;Hotels/3 stars;;;;;3;;;;;;HOTEL IBIS SAINT OMER CENTRE;214 Rue Henri Dupuis;62500;SAINT-OMER;14635;;;;France;;;;03 21 93 11 11;;;03 21 88 80 20;;h0723@accor-com;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2012-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c11c2cf4;HOTEL BAL;;2012-01-01;2013-12-31;;;Hôtel entre CALAIS et SAINT OMER, dans un village calme.;Chambres(22);"Français;English";Calais Côte d'Opale;Hotels;www.hotel-bal.com;;;50.8077302, 2.0531683;;;"Checks;Credit cards;Holiday checks;Eurocard - Mastercard";"Internet access;Phone;TV;garden;Car park;Restaurant;Animals accepted;Wi-fi;Half board;Room service;Seminar;Open 24-24";;;;;;;Hotels/Tourism;;;;;3;;;;;;HOTEL BAL;500 rue du Vieux Château;62890;TOURNEHEM-SUR-LA-HEM;62827;;;;France;;;;+33 (0)3 21 35 65 90;;;+33 (0)3 21 35 18 57;;hotelbal@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2012-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2c128365;HOTEL LENSOTEL;;2012-01-01;2013-12-31;;;;Chambres(70);"Deutsch;English";Artois;Hotel-restaurants;www.lensotel.com;;;50.475517, 2.865986;;;;"Groups;School groups;In-room Internet access;Animals accepted;Bathtub;Canal+;Half board;Shower;garden;Cot;Minibar;Open 24-24;Car park;Coach parking;Room service;TV room;Terrace;Fax;Phone;Cable TV;Wi-fi";;;;;;;Hôtels/3 étoiles;;"Bottin Gourmand;Guide des bonnes tables;Le petit futé;Michelin";;;3;;;;;;Hôtel Lensotel;Centre Commercial Lens 2;62880;VENDIN-LE-VIEIL;62842;;;;France;;;;+33 (0)3 21 79 36 36;;;+33 (0)3 21 79 36 00;;lensotel@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2c4257db;HOTEL LA SAPINIERE;;2013-01-01;2013-12-31;;;Etablissement situé dans un parc boisé avec vue panoramique sur St Omer.<br>Mr et Mme delbeke vous feront déguster une cuisine traditionnelle et raffinée du terroir sans pour cela oublier les opportunités du marché.<br>Situé dans le centre du village à proximité de l'Abbaye Bénédictine St Paul.;"Chambre simple(30); Chambre double(6); Chambre triple(12)";"Français;English";Région de Saint-Omer;Hotels;www.sapiniere.net;;;50.7237342, 2.1972914;;;"Checks;American Express;Credit cards;Holiday checks;Eurocard - Mastercard";"Internet access;Phone;TV;Bar;Terrace;Garage;garden;Car park";;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2b737086/HOTNPC0620000281-2.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2b737086/HOTNPC0620000281-3.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2b737086/HOTNPC0620000281-4.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2b737086/HOTNPC0620000281-1.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/2b737086/HOTNPC0620000281-5.jpg";;;;;Hotels/2 stars;"Loisirs Gourmets du Pays de Saint-Omer;Logis de France";;;;2;;;3;;;HOTEL LA SAPINIERE;12 Route de Setques;62219;WISQUES;62898;;;;France;;;;+33 (0)3 21 38 94 00;;;+33 (0)3 21 93 28 72;;lasapiniere2@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fef1605e;BEST WESTERN HOTEL DU GOLF;;2013-01-01;2013-12-31;;;;;"English;Español";Région de Saint-Omer;Hotel-restaurants;www.stomer-hoteldugolf.com/fr;;http://www.tripadvisor.fr/Hotel_Review-g1080556-d1176637-Reviews-Hotel_du_Golf-Lumbres_Pas_de_Calais_Nord_Pas_de_Calais.html;50.7130405, 2.0894701;;;;;;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/37f5747c/HOTNPC0620001967-1.jpg;;;;;;"Opale Meeting (Zakentoerisme en MICE);Tourisme et handicap";;Best Western;"Mental disability;Mobility impairment";3;;;;;;BEST WESTERN HOTEL DU GOLF;"Chemin des bois
Acquin Westbécourt";62380;LUMBRES;62534;;;;FRANCE;;;;+33 (0)3 21 36 59 90;;;+33 (0)3 21 11 42 22;;Aagolf.hotel@najeti.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bb4c90d;HOTEL LA BONNE AUBERGE;;2013-01-01;2013-12-31;;;;;English;;Hotels;;;;50.854238, 1.969232;;;;;;;;;;;;Logis de France;;;;;;;;;;HOTEL LA BONNE AUBERGE;512, route de Guines;62610;BREMES;62174;;;;FRANCE;;;;03 21 35 41 90;;;03 21 35 98 23;;;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;8.0;;;;;Pension complète;111.5;;;;;Demi-pension;72.0;;;;;Chambre simple;45.5;;;;;Chambre double;55.5;;;;;;;;;;;;;;
dcca846d;HOTEL CERISE;;2012-01-01;2013-12-31;;;L’hôtel CERISE Lens vous propose tout le confort nécessaire avec 85 chambres équipées de salle de bain privative (douche et WC ) , TV avec TNT, Canal + et satellite, literie de qualité et bonne isolation phonique. CERISE Lens vous offre un confort complet à un prix très économique;Chambres(85);English;Artois;Hotels;www.cerise-hotels-resorts.com;;;50.4076335, 2.9836837;;;;;;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/09878f82/HOTNPC0620003079-3.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/09878f82/HOTNPC0620003079-2.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/09878f82/HOTNPC0620003079-1.jpg";;;;;Hôtels/1 étoile;;;;;1;;;;;;Hôtel Cerise;"Zone d'activité 
Rue Beaumont";62950;NOYELLES-GODAULT;62624;;;;FRANCE;;;;+33 (0)3 21 20 77 76;;;;;cerise.lens@exhore.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35179c2d;COMFORT HOTEL CALAIS CENTRE;;2013-01-01;2013-12-31;;;;Chambres(66);;Calais Côte d'Opale;Hotels;;;;50.948938, 1.854068;;;;;;;;;;;Hotels/2 stars;;;;;2;;;;;;COMFORT HOTEL CALAIS CENTRE;35 Bd Jacquard;62100;CALAIS;62193;;;;FRANCE;;;;+33 (0)3 21 97 98 98;;;+33 (0)3 21 34 63 62;;comforthotelcalais@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321018b5;HOTEL DE LA BAIE DE WISSANT;;2013-01-01;2013-12-31;;;;Au coeur des Sites de Caps, plongez dans un univers exceptionnelle avec vue sur mer.<br>Thème différents et cadre moderne pour ce nouvel hôtel.;"English;Français";Calais Côte d'Opale;"Hotels;Hotel-restaurants";www.hoteldelabaiedewissant.com;;;50.885777, 1.662474;;;;;;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/0c85bbe0/HOTNPC0620005108-1.jpg;;;;;Hôtels/3 étoiles;;;;;3;;;;;;HOTEL DE LA BAIE DE WISSANT;"Rue Alfonse Daudet
Digue de Wissant";62179;WISSANT;62899;;;;FRANCE;;;;03 21 00 00 64;;;03 21 00 00 65;;contact@hoteldelabaiedewissant.com;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2014-01-01;2014-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ceafd54c;CAMPING LES PRES DE LA TERNOISE;;2013-04-01;2013-09-30;;;Dans une ambiance conviviale et chaleureuse et un cadre verdoyant, profitez du calme et de la détente seul ou en famille.;"Emplacement de passage(5); Emplacement à l'année(55); Emplacements(50)";;7 Vallées - Ternois;Classified campsite;;;;50.451602, 2.254343;;;;;;;;;;;Campings/3 étoiles;;;;;3;;;;;;Camping Les Prés de la Ternoise;390 rue de mazingarbe;62134;ANVIN;62036;;;;France;;;;+33 (0)6 48 26 88 15;;;;;arnaud.brahim@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9db0453b;CAMPING CAFE DU LAC;;;;;;;Emplacements(31);;Calais Côte d'Opale;Classified campsite;;;;50.859006, 1.97432;;;;;;;;;;;Campings/2 étoiles;;;;;2;;;;;;Camping Café du lac;278 route du lac;62610;ARDRES;62038;;;;France;;;;+33 (0)3 21 35 40 68;;;;;dedefr62@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fa0905b5;CAMPING DU VIVIER;;;;;;;"Emplacement de passage(3); Emplacement à l'année(30); Emplacements(27)";;Calais Côte d'Opale;Classified campsite;http://brasserielevivier.fr/;;;50.871967, 1.973612;;;;;;;;;;;Campings/2 étoiles;;;;;2;;;;;;Camping du Vivier;1627 Route du Lac;62610;ARDRES;62038;;;;France;;;;+33 (0)3 21 35 45 08;;;;;campinglevivier@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b39b98c5;CAMPING LES ETANGS FLEURIS;;;;;;;"Emplacement de passage(35); Emplacement à l'année(129); Emplacements(94)";;Canche Authie;Classified campsite;;;;50.48348, 1.752552;;;;;;;;;;;Campings/1 étoile;;;;;1;;;;;;Camping  Les Etangs d'Attin;2 rue de la Canteraine;62170;ATTIN;62044;;;;France;;;;+33 (0)3 21 06 01 01;;;+33 (0)3 21 86 15 10;;lesetangsfleuris@sfr.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fdaf46dd;CAMPING LA CARRIERE;;;;;;;Emplacements(57);;Région de Saint-Omer;Classified campsite;;;;50.578154, 2.147674;;;;;;;;;;;Campings/1 étoile;;;;;1;;;;;;Camping La Carrière;82 rue Principale;62560;AUDINCTHUN;62053;;;;France;;;;+33 (0)3 21 39 55 70;;;;;philippe.rolin-lagache@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4b052044;Camping Aire Naturelle;;2013-04-01;2013-10-01;;;;Emplacements(25);;Calais Côte d'Opale;Unclassified campsite;;;;50.845974, 1.626917;;;;;;;;;;;Campgrounds/Not classified;;;;;;;;;;;Camping Aire Naturelle;Hameau de Warincthun;62179;AUDINGHEN;62899;;;;France;;;;03 21 32 97 77;;;03 21 32 97 77;;MTAllexandre@aol.com;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-04-01;2013-10-01;;;;;;;;;;;;;;;;;;;;;;Prix adulte / jour;;;;;;Prix caravane / jour;;;;;;Prix électricité / jour;;;;;;Prix enfant / jour;1.07;;;;;Prix tente / jour;;;;;;Prix voiture / jour;;;;;;;;;
b8e370fc;MUNICIPAL DE LA SOURCE;;2013-01-01;2013-12-31;;;Cadre verdoyant, calme, à proximité de la base de canoë kayak.;Emplacements(116);English;7 Vallées - Ternois;Classified campsite;http://www.beaurainville.fr/tourisme/camping;;;50.420824, 1.912859;;;;;;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/fb4200a0/HPANPC0620000038-2.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/fb4200a0/HPANPC0620000038-4.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/fb4200a0/HPANPC0620000038-5.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/fb4200a0/HPANPC0620000038-1.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/fb4200a0/HPANPC0620000038-3.JPG";;;;www.beaurainville.fr;Campings/3 étoiles;;;;;3;;;;;;MUNICIPAL DE LA SOURCE;rue des Etangs;62990;BEAURAINVILLE;62100;;;;France;;;;+33 (0)6.80.32.14.25;;;+33 (0)3 21 90 02 88;;campingbeaurainville@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e903fcee;CAMPING AU VERT DE L'AUTHIE;;;;;;;Emplacements(95);;7 Vallées - Ternois;Classified campsite;www.campingpasdecalais.fr;;;50.217241, 2.16014;;;;;;;;;;;;;;;;2;;;;;;Camping Au vert de l'authie;22 rue Principale;62390;BEAUVOIR-WAVANS;62881;;;;France;;;;+33 (0)3 21 04 00 67;;;;;camping62@gmx.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2af7495a;HÔTELLERIE DE PLEINE AIR BELLE DUNE;;;;;;Belle dune , vivez vos loisirs comme vous les aimez...à 150 m de la plage de sable fin ,...sur un terrain de tennis ou de pétanque,...en famille ou entre amis, le bar vous accueille avec ses animations et ses soirées à thèmes.;"Emplacement de passage(40); Emplacement à l'année(390); Emplacements(350)";;Canche Authie;Classified campsite;www.belledune.net;;;50.417925, 1.577604;;;;;;;;;;;Campings/4 étoiles;;;;;4;;;;;;Hostellerie de Plein air Belle Dune;9020 Chemin des Anglais;62600;BERCK-SUR-MER;62108;;;;France;;;;+33 (0)3 21 09 65 00;;;+33 (0)3 21 09 03 06;;jodebut@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fb199f36;CAMPING LES AULNES;;;;;;;Emplacements(74);;Canche Authie;Classified campsite;www.campinglesaulnes.com;;;50.584953, 1.826281;;;;;;;;;;;Campings/3 étoiles;;;;;3;;;;;;Camping Les aulnes;114 Rue Esgrange;62650;BEZINGHEM;62127;;;;France;;;;+33 (0)3 21 90 93 88;;;+33 (0)3 21 86 07 08;;campinglesaulnes@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1b5f62a7;CAMPING DES TILLEULS;;2013-04-01;2013-10-31;;;;Emplacements(30);;7 Vallées - Ternois;Classified campsite;;;;50.329971, 2.218913;;;;;;;;;;;;;;;;;;;;;;Camping des Tilleuls;33 rue principale;62270;BLANGERVAL-BLANGERMONT;62137;;;;France;;;;+33 (0)3 21 41 34 39;;;;;xavier.colin-durand@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
